entity_id,Id,Title,Director,Year,Cast
1396,a229,robot & frank,jake schreier,2012,"peter sarsgaard, frank langella, susan sarandon"
1396,b226,robot & frank,jake schreier,2012,"frank langella, susan sarandon, james marsden, liv tyler"
1397,b850,couples retreat,peter billingsley,2009,"vince vaughn, jason bateman, faizon love, jon favreau"
1397,a914,couples retreat,peter billingsley,2009,"vince vaughn, malin akerman, jon favreau"
1397,d2662,couples retreat,peter billingsley,2009,"vince vaughn,jason bateman,jon favreau,faizon love,malin akerman,kristen bell,kristin davis"
1398,a2755,greetings from tim buckley,daniel algrant,2013,"penn badgley, imogen poots, norbert leo butz"
1398,b2518,greetings from tim buckley,dan algrant,2013,"penn badgley, imogen poots, norbert leo butz, ben rosenfield"
1399,b562,monte carlo,tom bezucha,2011,"selena gomez, leighton meester, katie cassidy, cory monteith"
1399,a596,monte carlo,thomas bezucha,2011,"selena gomez, leighton meester, katie cassidy"
1400,a2724,escape from planet earth,cal brunker,2013,"brendan fraser, sarah jessica parker, jessica alba"
1400,b2489,escape from planet earth,callan brunker,2013,"brendan fraser, rob corddry, sarah jessica parker, jessica alba"
1401,b1602,boogeyman,stephen t. kay,2005,"barry watson, emily deschanel, skye mccole bartusia..., lucy lawless"
1401,a1827,boogeyman,stephen kay,2005,"barry watson, emily deschanel, lucy lawless"
1402,a1175,3 strikes,dj pooh,2000,"brian hooks, n'bushe wright, faizon love"
1402,b1007,3 strikes,d.j. pooh,2000,"brian hooks, n'bushe wright, faizon love, e-40"
1403,d2336,the rite,mikael hafstrom,2011,"anthony hopkins,colin o'donoghue,alice braga,ciaran hinds,toby jones,rutger hauer"
1403,b585,the rite,mikael hfstrm,2011,"anthony hopkins, colin o'donoghue, alice braga, toby jones"
1403,a621,the rite,mikael håfström,2011,"colin o'donoghue, anthony hopkins, ciarán hinds"
1404,d1497,once upon a time in mumbai dobaara!,milan lutheria,2013,"akshay kumar,sonakshi sinha,imran khan,sonali bendre,pitobash tripathy"
1404,c622,once upon a time in mumbai dobaara!,milan luthria,2013,"akshay kumar, imran khan, sonakshi sinha"
1405,d2625,the young victoria,jean-marc vallee,2009,"emily blunt,rupert friend,paul bettany,miranda richardson,jim broadbent,thomas kretschmann,mark strong"
1405,b1003,the young victoria,jean-marc valle,2009,"emily blunt, rupert friend, paul bettany, miranda richardson"
1405,a1082,the young victoria,jean-marc vallée,2010,"emily blunt, rupert friend, paul bettany"
1406,d189,atl,chris robinson,2006,"tip harris,evan ross,lauren london,antwan andre patton,keith david,jackie long,albert daniels,mykelti williamson"
1406,b1810,atl,chris robinson (iv),2006,"tip 't.i.' harris, t.i., evan ross, lauren london"
1406,a2051,atl,chris robinson,2006,"t.i., lauren london, evan ross"
1407,b1347,shallow hal,bobby farley,2001,"jack black, gwyneth paltrow, jason alexander, joe viterelli"
1407,a1549,shallow hal,bobby farrelly,2001,"jack black, gwyneth paltrow, jason alexander"
1408,b1662,hitch,andrew tennant,2005,"will smith, eva mendes, kevin james, amber valletta"
1408,a1891,hitch,andy tennant,2005,"will smith, eva mendes, kevin james"
1409,b1907,flicka,michael mayer (vi),2006,"tim mcgraw, maria bello, alison lohman, ryan kwanten"
1409,a2162,flicka,michael mayer,2006,"alison lohman, tim mcgraw, maria bello"
1410,b1241,donnie darko,richard kelly (ii),2001,"jake gyllenhaal, jena malone, mary mcdonnell, drew barrymore"
1410,a1426,donnie darko,richard kelly,2001,"jake gyllenhaal, jena malone, mary mcdonnell"
1411,b1554,surviving christmas,mike mitchell (vi),2004,"ben affleck, james gandolfini, christina applegate, catherine o'hara"
1411,a1776,surviving christmas,mike mitchell,2004,"ben affleck, christina applegate, james gandolfini"
1412,d2431,predators,nimrod antal,2010,"adrien brody,topher grace,danny trejo,alice braga,walton goggins,oleg taktarov,laurence fishburne"
1412,b400,predators,nimrd antal,2010,"adrien brody, topher grace, alice braga, walton goggins"
1412,a419,predators,nimród antal,2010,"adrien brody, laurence fishburne, topher grace"
1413,b1969,john tucker must die,betty thomas,2006,"jesse metcalfe, brittany snow, ashanti, sophia bush"
1413,a2232,john tucker must die,betty thomas,2006,"jesse metcalfe, ashanti, arielle kebbel"
1413,d61,john tucker must die,betty thomas,2006,"jesse metcalfe,brittany snow,ashanti,sophia bush,arrielle kebbel,penn badgley,jenny mccarthy,fatso-fasano"
1414,d2180,texas killing fields,ami canaan mann,2011,"sam worthington,jeffrey dean morgan,jessica chastain,chloe grace moretz,jason clarke,annabeth gish,sheryl lee,stephen graham"
1414,b607,texas killing fields,ami canaan mann,2011,"sam worthington, jeffrey dean morgan, jessica chastain, chloe grace moretz"
1414,a646,texas killing fields,ami canaan mann,2011,"sam worthington, chloë grace moretz, jeffrey dean morgan"
1415,a734,ghost town,david koepp,2008,"ricky gervais, greg kinnear, téa leoni"
1415,d2956,ghost town,david koepp,2008,"ricky gervais,greg kinnear,tea leoni,dana ivey,billy campbell"
1415,b686,ghost town,david koepp,2008,"greg kinnear, ta leoni, ricky gervais, billy campbell"
1416,a2654,beneath,ben ketai,2014,"brent briscoe, kurt caceres, eric etebari"
1416,d1049,beneath,ben ketai,2014,"brent briscoe,kurt caceres,eric etebari,jeff fahey,joey kern,kelly noonan"
1417,a549,hall pass,bobby farrelly,2011,"owen wilson, jason sudeikis, christina applegate"
1417,d2356,hall pass,bobby farrelly,2011,"owen wilson,jason sudeikis,jenna fischer,christina applegate,nicky whelan,richard jenkins"
1418,a1124,the brave one,neil jordan,2007,"jodie foster, terrence howard, naveen andrews"
1418,d3160,the brave one,neil jordan,2007,"jodie foster,terrence howard,naveen andrews,mary steenburgen,jane adams,nicky katt"
1418,b2169,the brave one,neil jordan,2007,"jodie foster, terence dashon howar..., terrence howard, nicky katt"
1419,a289,blue valentine,derek cianfrance,2011,"ryan gosling, michelle williams, john doman"
1419,d2334,blue valentine,derek cianfrance,2011,"ryan gosling,michelle williams,faith wladyka,john doman,mike vogel,maryann plunkett"
1420,d2645,the lovely bones,peter jackson,2010,"saoirse ronan,mark wahlberg,rachel weisz,susan sarandon,stanley tucci,michael imperioli"
1420,a990,the lovely bones,peter jackson,2010,"rachel weisz, mark wahlberg, saoirse ronan"
1420,b921,the lovely bones,peter jackson,2009,"mark wahlberg, rachel weisz, saoirse ronan, stanley tucci"
1421,d79,shortbus,john cameron mitchell,2006,"sook-yin lee,paul dawson,pj deboy,raphael barker,peter stickles,jay brannan"
1421,b2075,shortbus,john cameron mitchell,2006,"sook yin lee, paul dawson, pj deboy, raphael barker"
1421,a2357,shortbus,john cameron mitchell,2006,"sook-yin lee, peter stickles, pj deboy"
1422,a500,born to be wild,david lickley,2011,"birute galdikas, daphne sheldrick, morgan freeman"
1422,b475,born to be wild,david lickley,2011,"morgan freeman, dr. birute mary gald..., daphne sheldrick"
1423,b2366,superbad,greg mottola,2007,"jonah hill, michael cera, bill hader, christopher mintz-pl..."
1423,d6,superbad,greg mottola,2007,"jonah hill,michael cera,christopher mintz-plasse,bill hader,seth rogen,emma stone"
1423,a2593,superbad,greg mottola,2007,"michael cera, jonah hill, christopher mintz-plasse"
1424,b252,think like a man,tim story,2012,"michael ealy, jerry ferrara, meagan good, regina hall"
1424,a256,think like a man,tim story,2012,"chris brown, gabrielle union, kevin hart"
1424,d2032,think like a man,tim story,2012,"chris brown,gabrielle union,kevin hart,meagan good,regina hall,taraji p. henson"
1425,b244,sparkle,salim akil,2012,"jordin sparks, whitney houston, derek luke, mike epps"
1425,d1922,sparkle,salim akil,2012,"jordin sparks,whitney houston,derek luke,mike epps,carmen ejogo,tika sumpter,omari hardwick,cee lo green"
1425,a247,sparkle,salim akil,2012,"jordin sparks, carmen ejogo, whitney houston"
1426,d2673,the grey zone,tim blake nelson,2002,"david arquette,daniel benzali,steve buscemi,david chandler,allan corduner,harvey keitel,natasha lyonne,mira sorvino"
1426,b1264,the grey zone,tim blake nelson,2002,"david arquette, steve buscemi, harvey keitel, mira sorvino"
1427,a1992,the three burials of melquiades estrada,tommy lee jones,2006,"tommy lee jones, barry pepper, dwight yoakam"
1427,b1757,the three burials of melquiades estrada,tommy lee jones,2006,"tommy lee jones, barry pepper, julio cedillo, julio cesar cedillo"
1427,d303,the three burials of melquiades estrada,tommy lee jones,2006,"tommy lee jones,barry pepper,julio cedillo,dwight yoakam,january jones,melissa leo"
1428,b3120,a walk in the woods,ken kwapis,2015,"robert redford, emma thompson, kristen schaal, mary steenburgen"
1428,d371,a walk in the woods,ken kwapis,2015,"robert redford,nick nolte,emma thompson,nick offerman,kristen schaal"
1429,d272,cheaper by the dozen 2,adam shankman,2005,"steve martin,bonnie hunt,eugene levy,piper perabo,hilary duff,carmen electra"
1429,b1611,cheaper by the dozen 2,adam shankman,2005,"steve martin, bonnie hunt, eugene levy, tom welling"
1429,a1836,cheaper by the dozen 2,adam shankman,2005,"steve martin, bonnie hunt, hilary duff"
1430,d227,the devil and daniel johnston,jeff feuerzeig,2006,"daniel johnston,louis black,bill johnston,mabel johnston,jeff tartakov,kathy mccarty,gibby haynes,jad fair"
1430,b1878,the devil and daniel johnston,jeff feuerzeig,2006,"louis black, bill johnston, jeff tartakov, daniel johnston"
1430,a2129,the devil and daniel johnston,jeff feuerzeig,2006,"daniel johnston, mabel johnston, bill johnston"
1431,a2459,hot rod,akiva schaffer,2007,"andy samberg, isla fisher, ian mcshane"
1431,d119,hot rod,akiva schaffer,2007,"andy samberg,jorma taccone,isla fisher,bill hader,ian mcshane,sissy spacek,will arnett,danny mcbride"
1431,b2243,hot rod,akiva schaffer,2007,"andy samberg, jorma taccone, isla fisher, bill hader"
1432,c2301,fay grim,hal hartley,2006,"parker posey, jeff goldblum, liam aiken"
1432,a2155,fay grim,hal hartley,2007,"parker posey, jeff goldblum, liam aiken"
1432,b1900,fay grim,hal hartley,2007,"parker posey, jeff goldblum, james urbaniak, d.j. mendel"
1432,d133,fay grim,hal hartley,2007,"parker posey,jeff goldblum,james urbaniak,saffron burrows,thomas jay ryan"
1433,a599,one day,lone scherfig,2011,"anne hathaway, jim sturgess, patricia clarkson"
1433,b561,one day,lone scherfig,2011,"anne hathaway, jim sturgess, tom mison, jodie whittaker"
1433,d2256,one day,lone scherfig,2011,"anne hathaway,jim sturgess,jodie whittaker,patricia clarkson,rafe spall,romola garai"
1434,b329,get him to the greek,nicholas stoller,2010,"jonah hill, russell brand, rose byrne, sean 'p. diddy' comb..."
1434,a340,get him to the greek,nicholas stoller,2010,"jonah hill, russell brand, elisabeth moss"
1434,d2390,get him to the greek,nicholas stoller,2010,"jonah hill,russell brand,rose byrne,elisabeth moss,colm meaney,sean combs"
1435,a83,chimpanzee,alastair fothergill,2012,tim allen
1435,b83,chimpanzee,alastair fothergill,2012,"tim allen, china anne mcclain"
1436,b778,the strangers,bryan bertino,2008,"jenowade dicarlo lew..., alaina sebastian raz..., liliana zapata, israel cruz"
1436,d3049,the strangers,bryan bertino,2008,"scott speedman,liv tyler,gemma ward,kip weeks,laura margolis,glenn howerton"
1436,a834,the strangers,bryan bertino,2008,"scott speedman, liv tyler, gemma ward"
1437,a479,50/50,jonathan levine,2011,"joseph gordon-levitt, seth rogen, anna kendrick"
1437,d2249,50/50,jonathan levine,2011,"joseph gordon-levitt,seth rogen,anna kendrick,bryce dallas howard,philip baker hall,anjelica huston"
1438,d2416,grown ups,dennis dugan,2010,"adam sandler,kevin james,chris rock,david spade,rob schneider,maria bello,salma hayek,steve buscemi"
1438,b336,grown ups,dennis dugan,2010,"adam sandler, kevin james, chris rock, david spade"
1438,a347,grown ups,dennis dugan,2010,"adam sandler, salma hayek, kevin james"
1439,d2883,what just happened,barry levinson,2008,"robert de niro,catherine keener,john turturro,robin wright penn,stanley tucci,kristen stewart"
1439,a858,what just happened,barry levinson,2008,"robert de niro, john turturro, stanley tucci"
1439,b802,what just happened?,barry levinson,2008,"robert de niro, catherine keener, john turturro, bruce willis"
1440,c237,pompeii,paul w.s. anderson,2014,"kit harington, emily browning, kiefer sutherland"
1440,d1233,pompeii,paul w.s. anderson,2014,"kit harington,emily browning,kiefer sutherland,carrie-anne moss,rebecca eady,jared harris"
1441,c334,gulaab gang,soumik sen,2014,"madhuri dixit, juhi chawla, divya jagdale"
1441,d1244,gulaab gang,soumik sen,2014,"madhuri dixit,juhi chawla,priyanka bose"
1442,d1605,jug face,chad crawford kinkle,2013,"sean bridgers,lauren ashley carter,kaitlin cullum,katie groshong,scott hodges,sean young"
1442,a2809,jug face,chad crawford kinkle,2013,"sean bridgers, lauren ashley carter, kaitlin cullum"
1442,b2566,jug face,chad crawford kinkle,2013,"lauren ashley carter, sean bridgers, larry fessenden, sean young"
1443,b2198,the diving bell and the butterfly,julian schnabel,2007,"mathieu amalric, emmanuelle seigner, anne consigny, max von sydow"
1443,d3142,the diving bell and the butterfly,julian schnabel,2007,"mathieu amalric,emmanuelle seigner,marie-josee croze,max von sydow,anne consigny,patrick chesnais,niels arestrup,olatz lopez garmendia"
1443,a1156,the diving bell and the butterfly,julian schnabel,2008,"mathieu amalric, emmanuelle seigner, marie-josée croze"
1444,a2860,now you see me,louis leterrier,2013,"jesse eisenberg, common, mark ruffalo"
1444,b2610,now you see me,louis leterrier,2013,"jesse eisenberg, dave franco, morgan freeman, mark ruffalo"
1444,d1683,now you see me,louis leterrier,2013,"woody harrelson,jesse eisenberg,morgan freeman,mark ruffalo,isla fisher,mélanie laurent,michael caine,dave franco"
1445,d2926,city of ember,gil kenan,2008,"harry treadaway,saoirse ronan,tim robbins,bill murray,toby jones,marianne jean-baptiste,martin landau,mary kay place"
1445,a696,city of ember,gil kenan,2008,"saoirse ronan, toby jones, bill murray"
1445,b648,city of ember,gil kenan,2008,"saoirse ronan, harry treadaway, tim robbins, bill murray"
1446,b1926,the good shepherd,robert de niro,2006,"matt damon, angelina jolie, alec baldwin, tammy blanchard"
1446,d94,the good shepherd,robert de niro,2006,"matt damon,angelina jolie,alec baldwin,billy crudup,robert de niro,keir dullea"
1446,a2183,the good shepherd,robert de niro,2006,"matt damon, angelina jolie, robert de niro"
1447,a2419,wristcutters: a love story,goran dukic,2007,"patrick fugit, shea whigham, tom waits"
1447,d3184,wristcutters: a love story,goran dukic,2007,"patrick fugit,shannyn sossamon,shea whigham"
1448,a1087,3:10 to yuma,james mangold,2007,"russell crowe, christian bale, ben foster"
1448,d3156,3:10 to yuma,james mangold,2007,"russell crowe,christian bale,peter fonda,gretchen mol,ben foster,alan tudyk"
1449,b2372,things we lost in the fire,susanne bier,2007,"halle berry, benicio del toro, david duchovny, alexis llewellyn"
1449,d45,things we lost in the fire,susanne bier,2007,"halle berry,benicio del toro,david duchovny,alison lohman,omar benson miller,john carroll lynch"
1449,a2600,things we lost in the fire,susanne bier,2007,"halle berry, benicio del toro, alison lohman"
1450,c903,the amazing adventures of the living corpse,justin paul ritter,2012,"maria olsen, marshal hilton, conroe brooks"
1450,a16,the amazing adventures of the living corpse,justin paul ritter,2012,"maria olsen, marshal hilton, lee perkins"
1451,c963,for the love of money,ellie kanner,2012,"edward furlong, jonathan lipnicki, steven bauer"
1451,a143,for the love of money,ellie kanner,2012,"jeffrey tambor, jonathan lipnicki, edward furlong"
1451,b141,for the love of money,ellie kanner,2012,"yehuda levi, james caan, delphine chaneac, edward furlong"
1452,a448,stone,john curran,2010,"edward norton, milla jovovich, robert de niro"
1452,d2370,stone,john curran,2010,"robert de niro,edward norton,milla jovovich,frances conroy,enver gjokaj,pepper binkley"
1453,a469,winter's bone,debra granik,2010,"jennifer lawrence, john hawkes, garret dillahunt"
1453,d2408,winter's bone,debra granik,2010,"jennifer lawrence,john hawkes,kevin breznahan,dale dickey,garret dillahunt,sheryl lee"
1454,a2776,the host,andrew niccol,2013,"saoirse ronan, max irons, jake abel"
1454,d1691,the host,andrew niccol,2013,"saoirse ronan,diane kruger,max irons,william hurt,jake abel,frances fisher"
1455,a135,flight,robert zemeckis,2012,"denzel washington, nadine velazquez, don cheadle"
1455,d1874,flight,robert zemeckis,2012,"denzel washington,don cheadle,john goodman,brian geraghty,bruce greenwood,nadine velazquez"
1456,a2857,mud,jeff nichols,2013,"matthew mcconaughey, tye sheridan, jacob lofland"
1456,b2607,mud,jeff nichols (vi),2013,"matthew mcconaughey, tye sheridan, sam shepard, jacob lofland"
1456,d1666,mud,jeff nichols,2013,"matthew mcconaughey,tye sheridan,jacob lofland,michael shannon,sam shepard,reese witherspoon"
1457,b1784,29 reasons to run,damon o'steen,2006,"gary weeks (ii), branden waits, philip boyd"
1457,a2021,29 reasons to run,damon o'steen,2006,"gary weeks, branden waits, philip boyd"
1458,d2162,the adventures of tintin,steven spielberg,2011,"jamie bell,andy serkis,daniel craig,nick frost,simon pegg,toby jones"
1458,c1175,the adventures of tintin,steven spielberg,2011,"jamie bell, andy serkis, daniel craig"
1459,a1135,cassandra's dream,woody allen,2008,"colin farrell, ewan mcgregor, hayley atwell"
1459,d3120,cassandra's dream,woody allen,2008,"ewan mcgregor,colin farrell,hayley atwell,sally hawkins,tom wilkinson,john benfield"
1460,a787,nothing like the holidays,alfredo rodriguez de villa,2008,"john leguizamo, freddy rodríguez, debra messing"
1460,d2817,nothing like the holidays,alfredo de villa,2008,"luis guzman,john leguizamo,freddy rodriguez,alfred molina,jay hernandez,elizabeth pena,debra messing,melonie diaz"
1460,b732,nothing like the holidays,alfredo de villa,2008,"john leguizamo, freddy rodriguez, debra messing, alfred molina"
1461,c1218,attack the block,joe cornish,2011,"john boyega, jodie whittaker, alex esmail"
1461,d2228,attack the block,joe cornish,2011,"john boyega,jodie whittaker,alex esmail,luke treadaway,simon howard,nick frost"
1462,a186,the loneliest planet,julia loktev,2013,"gael garcía bernal, hani furstenberg, bidzina gujabidze"
1462,b184,the loneliest planet,julia loktev,2012,"gael garca bernal, hani furstenberg, bidzina gujabidze"
1462,d1784,the loneliest planet,julia loktev,2013,"gael garcia bernal, hani furstenberg, bidzina gujabidze"
1462,d1873,the loneliest planet,julia loktev,2012,"gael garcia bernal,hani furstenberg,bidzina gujabidze"
1463,a2355,she's the man,andy fickman,2006,"amanda bynes, laura ramsey, channing tatum"
1463,d174,she's the man,andy fickman,2006,"amanda bynes,channing tatum,robert hoffman,alex breckenridge,david cross,laura ramsey"
1464,b2058,rv,barry sonnenfeld,2006,"robin williams, cheryl hines, josh hutcherson, jeff daniels"
1464,a2337,rv,barry sonnenfeld,2006,"robin williams, cheryl hines, kristin chenoweth"
1464,d243,rv,barry sonnenfeld,2006,"robin williams,cheryl hines,joanna ""jojo"" levesque,josh hutcherson,jeff daniels,kristin chenoweth,hunter parrish,chloe sonnenfeld"
1465,d733,annie,will gluck,2014,"quvenzhané wallis,jamie foxx,rose byrne,cameron diaz,adewale akinnuoye-agbaje"
1465,b2733,annie,will gluck,2014,"jamie foxx, rose byrne, bobby cannavale, cameron diaz"
1466,b701,in bruges,martin mcdonagh,2008,"colin farrell, brendan gleeson, ralph fiennes, clmence posy"
1466,a750,in bruges,martin mcdonagh,2008,"colin farrell, brendan gleeson, ciarán hinds"
1466,d3123,in bruges,martin mcdonagh,2008,"colin farrell,brendan gleeson,ralph fiennes,clemence poesy,jordan prentice"
1467,d2405,the a-team,joe carnahan,2010,"liam neeson,jessica biel,bradley cooper,sharlto copley,quinton,patrick wilson"
1467,c1422,the a-team,joe carnahan,2010,"liam neeson, bradley cooper, sharlto copley"
1468,d1038,persecuted,daniel lusko,2014,"james remar,bruce davison,dean stockwell,fred thompson,brad stine,natalie grant"
1468,c232,persecuted,daniel lusko,2014,"james remar, dean stockwell, bruce davison"
1469,a179,lawless,john hillcoat,2012,"tom hardy, shia labeouf, guy pearce"
1469,d1815,lawless,john hillcoat,2012,"shia labeouf,tom hardy,jason clarke,guy pearce,jessica chastain,gary oldman"
1470,d1923,dark shadows,tim burton,2012,"johnny depp,michelle pfeiffer,helena bonham-carter,eva green,jonny lee miller,chloe grace moretz"
1470,b102,dark shadows,tim burton,2012,"johnny depp, chloe grace moretz, eva green, gulliver mcgrath"
1470,a102,dark shadows,tim burton,2012,"johnny depp, michelle pfeiffer, eva green"
1471,b1897,failure to launch,tom dey,2006,"matthew mcconaughey, sarah jessica parker, zooey deschanel, justin bartha"
1471,d328,failure to launch,tom dey,2006,"matthew mcconaughey,sarah jessica parker,zooey deschanel,bradley cooper,justin bartha,kathy bates,terry bradshaw,tyrell jackson williams"
1471,a2151,failure to launch,tom dey,2006,"matthew mcconaughey, sarah jessica parker, kathy bates"
1472,b145,friends with kids,jennifer westfeldt,2012,"adam scott, jennifer westfeldt, jon hamm, kristen wiig"
1472,a148,friends with kids,jennifer westfeldt,2012,"jennifer westfeldt, adam scott, maya rudolph"
1472,d2062,friends with kids,jennifer westfeldt,2012,"adam scott,jennifer westfeldt,jon hamm,kristen wiig,maya rudolph,chris o'dowd,megan fox,edward burns"
1473,d3017,the promotion,steve conrad,2008,"seann william scott,john c. reilly,jenna fischer,lili taylor,fred armisen"
1473,b742,the promotion,steve conrad,2008,"seann william scott, john c. reilly, steven conrad, jenna fischer"
1473,a799,the promotion,steve conrad,2008,"seann william scott, john c. reilly, chris conrad"
1474,b460,african cats,alastair fothergill,2011,samuel l. jackson
1474,a483,african cats,alastair fothergill,2011,"samuel l. jackson, patrick stewart"
1475,b2483,emperor,peter webber,2013,"matthew fox, tommy lee jones, eriko hatsune, toshiyuki nishida"
1475,d1755,emperor,peter webber,2013,"tommy lee jones,matthew fox,colin moy,takataro kataoka,eriko hatsune"
1476,b1001,x-men origins - wolverine,gavin hood,2009,"hugh jackman, liev schreiber, danny huston, lynn collins"
1476,a1081,x-men origins: wolverine,gavin hood,2009,"hugh jackman, liev schreiber, ryan reynolds"
1476,d2759,x-men origins: wolverine,gavin hood,2009,"hugh jackman,liev schreiber,lynn collins,danny huston,will.i.am,ryan reynolds"
1477,a1083,zombieland,ruben fleischer,2009,"jesse eisenberg, emma stone, woody harrelson"
1477,d2659,zombieland,ruben fleischer,2009,"jesse eisenberg,woody harrelson,emma stone,abigail breslin,amber heard,mike white"
1478,a2736,free birds,jimmy hayward,2013,"woody harrelson, owen wilson, dan fogler"
1478,b2501,free birds,jimmy hayward,2013,"owen wilson, woody harrelson, amy poehler, george takei"
1478,d1467,free birds,jimmy hayward,2013,"woody harrelson,owen wilson,dan fogler,david s. lee,amy poehler,colm meaney,lesley nicol,george takei"
1479,a2504,a mighty heart,michael winterbottom,2007,"angelina jolie, dan futterman, irrfan khan"
1479,b2284,a mighty heart,michael winterbottom,2007,"angelina jolie, dan futterman, archie panjabi, irfan khan"
1479,d144,a mighty heart,michael winterbottom,2007,"angelina jolie,dan futterman,will patton,denis o'hare,archie panjabi"
1480,b241,smashed,james ponsoldt,2012,"mary elizabeth winst..., aaron paul, octavia spencer, nick offerman"
1480,a244,smashed,james ponsoldt,2012,"mary elizabeth winstead, aaron paul, nick offerman"
1480,d1828,smashed,james ponsoldt,2012,"mary elizabeth winstead,aaron paul,octavia spencer,nick offerman,megan mullally,mary kay place"
1481,a1327,17 again,burr steers,2009,"zac efron, matthew perry, leslie mann"
1481,b810,17 again,burr steers,2009,"zac efron, leslie mann, thomas lennon, sterling knight"
1481,d2769,17 again,burr steers,2009,"zac efron,leslie mann,thomas lennon,michelle trachtenberg,sterling knight,melora hardin,hunter parrish,brian doyle-murray"
1482,d1835,the master,paul thomas anderson,2012,"philip seymour hoffman,joaquin phoenix,amy adams,laura dern,christopher evan welch,patty mccormack"
1482,a197,the master,paul thomas anderson,2012,"philip seymour hoffman, joaquin phoenix, amy adams"
1483,b2700,24 days,alexandre arcady,2015,"zabou breitman, sylvie testud, pascal elb, jacques gamblin"
1483,d554,24 days,alexandre arcady,2015,"zabou breitman,pascal elbé,jacques gamblin,sylvie testud,éric caravaca"
1484,b2515,gravity,alfonso cuarn,2013,"sandra bullock, george clooney, orto ignatiussen, phaldut sharma"
1484,d1520,gravity,alfonso cuarón,2013,"sandra bullock,george clooney,basher savage"
1484,a2752,gravity,alfonso cuarón,2013,"sandra bullock, george clooney, ed harris"
1485,b2391,you kill me,john dahl,2007,"ben kingsley, ta leoni, luke wilson, dennis farina"
1485,a2623,you kill me,john dahl,2007,"ben kingsley, téa leoni, luke wilson"
1485,d143,you kill me,john dahl,2007,"ben kingsley,tea leoni,luke wilson,bill pullman,dennis farina"
1486,b638,bedtime stories,adam shankman,2008,"adam sandler, richard griffiths, courteney cox, guy pearce"
1486,a683,bedtime stories,adam shankman,2008,"adam sandler, keri russell, courteney cox"
1486,d2828,bedtime stories,adam shankman,2008,"adam sandler,guy pearce,russell brand,richard griffiths,courteney cox,keri russell,jonathan morgan heit,laura ann kesling"
1487,a2848,mccanick,josh c. waller,2014,"david morse, mike vogel, cory monteith"
1487,b2600,mccanick,josh c. waller,2014,"david morse, cory monteith, ciarn hinds, cory montieth"
1487,d1272,mccanick,josh c. waller,2014,"david morse,cory monteith,rachel nichols,mike vogel,ciarán hinds,trevor morgan"
1488,d2258,fright night,craig gillespie,2011,"anton yelchin,colin farrell,toni collette,david tennant,imogen poots,christopher mintz-plasse"
1488,a539,fright night,craig gillespie,2011,"anton yelchin, colin farrell, david tennant"
1488,b507,fright night,craig gillespie,2011,"anton yelchin, colin farrell, toni collette, christopher mintz-pl..."
1489,b688,hamlet 2,andrew fleming,2008,"steve coogan, catherine keener, amy poehler, david arquette"
1489,d2935,hamlet 2,andrew fleming,2008,"steve coogan,joseph julian soria,skylar astin,catherine keener,david arquette,amy poehler,shea pepe,elisabeth shue"
1489,a736,hamlet 2,andrew fleming,2008,"steve coogan, elisabeth shue, catherine keener"
1490,b3,28 hotel rooms,matt ross,2012,"marin ireland, chris messina, martin ireland"
1490,a4,28 hotel rooms,matt ross,2012,"marin ireland, chris messina, robert deamer"
1491,a2545,pride,matthew warchus,2014,"bill nighy, imelda staunton, dominic west"
1491,d967,pride,matthew warchus,2014,"bill nighy,dominic west,andrew scott,paddy considine,george mackay,imelda staunton"
1492,a2049,ask the dust,robert towne,2006,"colin farrell, salma hayek, donald sutherland"
1492,d172,ask the dust,robert towne,2006,"colin farrell,salma hayek,donald sutherland,eileen atkins,justin kirk,idina menzel"
1493,a980,knowing,alex proyas,2009,"nicolas cage, chandler canterbury, rose byrne"
1493,d2787,knowing,alex proyas,2009,"nicolas cage,chandler canterbury,rose byrne,lara robinson,phil beckman,nadia townsend"
1494,d2277,drive,nicolas winding refn,2011,"ryan gosling,carey mulligan,bryan cranston,albert brooks,ron perlman,oscar isaac"
1494,a527,drive,nicolas winding refn,2011,"ryan gosling, carey mulligan, bryan cranston"
1495,c52,mortdecai,david koepp,2015,"johnny depp, gwyneth paltrow, ewan mcgregor"
1495,d772,mortdecai,david koepp,2015,"johnny depp,olivia munn,gwyneth paltrow,ewan mcgregor,jeff goldblum,paul bettany"
1496,d2631,nine,rob marshall,2009,"daniel day-lewis,marion cotillard,penelope cruz,judi dench,fergie,kate hudson,nicole kidman,sophia loren"
1496,b812,nine,rob marshall,2009,"nicole kidman, marion cotillard, daniel day-lewis, kate hudson"
1496,a1012,nine,rob marshall,2009,"daniel day-lewis, marion cotillard, penélope cruz"
1497,d1316,jack ryan: shadow recruit,kenneth branagh,2014,"chris pine,keira knightley,kevin costner,kenneth branagh,gemma chan,nonso anozie"
1497,c207,jack ryan: shadow recruit,kenneth branagh,2014,"chris pine, kevin costner, keira knightley"
1498,d2685,the time traveler's wife,robert schwentke,2009,"rachel mcadams,eric bana,arliss howard,ron livingston,stephen tobolowsky,brooklynn proulx"
1498,a1060,the time traveler's wife,robert schwentke,2009,"eric bana, rachel mcadams, ron livingston"
1499,a813,role models,david wain,2008,"paul rudd, seann william scott, elizabeth banks"
1499,d2900,role models,david wain,2008,"seann william scott,paul rudd,christopher mintz-plasse,jane lynch,bobb'e j. thompson,elizabeth banks"
